Date,Open_AAPL,Open_MSFT,High_AAPL,High_MSFT,Low_AAPL,Low_MSFT,Close_AAPL,Close_MSFT,Volume_AAPL,Volume_MSFT,MA_5_AAPL,MA_10_AAPL,MA_20_AAPL,Returns_AAPL,Volatility_10_AAPL,RSI_14_AAPL,MACD_AAPL,Signal_AAPL,Bollinger_Upper_AAPL,Bollinger_Lower_AAPL,Lag_1_Returns_AAPL,Target_Close_AAPL,MA_5_MSFT,MA_10_MSFT,MA_20_MSFT,Returns_MSFT,Volatility_10_MSFT,RSI_14_MSFT,MACD_MSFT,Signal_MSFT,Bollinger_Upper_MSFT,Bollinger_Lower_MSFT,Lag_1_Returns_MSFT,Target_Close_MSFT
2018-02-13,38.16219231890933,82.07894799173452,38.821990139028244,83.06651629265959,38.09149905325215,81.03600426660446,38.72537612915039,82.90961456298828,130196800,26407700,37.55527572631836,37.909857177734374,39.403376770019534,0.010017973452221218,1.0578175027805456,39.63552405718292,-0.8326349306910004,-0.7270056050939033,43.10932622803123,35.69742731200784,0.04027895926719016,39.43935775756836,81.54548645019531,83.26404113769532,84.02455596923828,0.007853596882637426,2.766787150274046,46.35667497727623,0.05504188900837903,0.5867106708948573,88.54844344657945,79.5006684918971,0.010773259099299937,84.20782470703125
2018-02-14,38.41902856901624,82.07504619629103,39.4794164227937,84.37473842306427,38.38132862243266,81.98231792620902,39.43935775756836,84.20782470703125,162579600,34960900,37.954820251464845,37.92446365356445,39.27374134063721,0.018437048255821153,1.0798222427145296,46.553836638651525,-0.6834395137130471,-0.7182923868177321,42.76785580380172,35.779626877472694,0.010017973452221218,40.763668060302734,81.84573822021484,82.91576843261718,84.07516021728516,0.01565813748967182,2.3328521551241828,48.06171381078913,0.15242334133182567,0.499853204982251,88.5826238607479,79.56769657382242,0.007853596882637426,85.92332458496094
2018-02-15,40.00961157579968,84.57873998481045,40.78723007818858,85.9789601288592,39.82345617338796,84.03163827057597,40.763668060302734,85.92332458496094,204588800,27823900,38.825279998779294,38.063286209106444,39.20844402313232,0.033578394224237584,1.3440060226281298,52.20267593948203,-0.4531170459057776,-0.6652573186353412,42.526962115113584,35.88992593115106,0.018437048255821153,40.63172149658203,83.33821258544921,82.80826568603516,84.21338653564453,0.020372214623737284,2.1406678398206114,48.29764417104892,0.3638313259633037,0.4726488291784615,88.77179570587651,79.65497736541255,0.01565813748967182,85.31132507324219
2018-02-16,40.61522843719383,85.72860589860584,41.19490895638005,86.7022705907407,40.47620061196942,85.12586850079495,40.63172149658203,85.31132507324219,160704400,30596900,39.58027954101563,38.359765243530276,39.14593658447266,-0.003236866798284943,1.556989046423532,55.54838828902743,-0.2780268947763176,-0.5878112338635365,42.29520678647407,35.99666638247125,0.033578394224237584,40.49503707885742,84.12312774658203,82.86845779418945,84.32562713623047,-0.007122623742446099,2.2074841824967892,47.42217397282247,0.47649766254927783,0.4734185958526248,88.87567371768694,79.775580554774,0.020372214623737284,85.97898864746094
2018-02-20,40.542164710786906,84.82914221898493,41.06293097636061,86.29426626707716,40.39370925438159,84.39331144798507,40.49503707885742,85.97898864746094,135722000,30911700,40.01103210449219,38.736684799194336,39.093727111816406,-0.0033639829347645867,1.5736344904355886,56.03839601758627,-0.14858320405431868,-0.49996562790169297,42.107651188503546,36.07980303512927,-0.003236866798284943,40.31123733520508,84.86621551513672,83.34429626464843,84.39695243835449,0.007826200960371121,2.322657365029298,50.73160296634342,0.6125997479882415,0.5012548262797482,89.00630867614137,79.7875962005676,-0.007122623742446099,84.83839416503906
2018-02-21,40.72596553556844,86.22007168486317,41.029941821835656,86.57244197145023,40.29709580939052,84.83839416503906,40.31123733520508,84.83839416503906,149886400,26922500,40.32820434570313,38.94174003601074,39.03185806274414,-0.004538821468280774,1.6370397718777439,54.660644548306195,-0.06013603897597619,-0.4119997101165496,41.87983211078476,36.18388401470352,-0.0033639829347645867,40.64820098876953,85.25197143554688,83.39872894287109,84.39786491394042,-0.01326596765517496,2.353561587428998,44.354210261788204,0.6212636482616034,0.5252565906761192,89.0075811033417,79.78814872453914,0.007826200960371121,85.06094360351562
2018-02-22,40.483252486487366,85.35767831406251,40.98988079969852,85.98824045831385,40.46204559239559,84.7178412203434,40.64820098876953,85.06094360351562,123967600,24392800,40.56997299194336,39.2623966217041,39.01992778778076,0.008359050126952372,1.624553980932125,55.694437901977686,0.03672577541790645,-0.3222546130096584,41.837015721007944,36.202839854553574,-0.004538821468280774,41.355125427246094,85.42259521484375,83.6341667175293,84.41359748840333,0.002623216064693956,2.3940395359113325,46.09228089289396,0.6387249082600732,0.54795025419291,89.03046285137526,79.79673212543139,-0.01326596765517496,87.22154235839844
2018-02-23,40.923900610976254,86.79498664212636,41.390470250051976,87.23081730812781,40.893266034139415,85.64514049066624,41.355125427246094,87.22154235839844,135249600,26329200,40.68826446533203,39.75677223205567,39.07983741760254,0.01739128476243934,1.3968084848965654,68.12582442263232,0.16858896668284018,-0.22408589707115867,42.04576712129337,36.11390771391171,0.008359050126952372,42.172813415527344,85.68223876953125,84.51022567749024,84.51382293701172,0.02540059707018716,1.8262029827570754,55.093310299787746,0.8174819225143892,0.6018565878572059,89.28846009146235,79.7391857825611,0.002623216064693956,88.482666015625
2018-02-26,41.555433047459495,87.5368263170567,42.27178254048115,88.5104837898897,41.52244333914156,87.39773037101949,42.172813415527344,88.482666015625,152648800,30199800,40.996482849121094,40.28838119506836,39.175937461853025,0.019772349372262576,1.1623997497055931,77.0981098574432,0.33520801341501993,-0.11222711497392296,42.41371199718932,35.93816292651673,0.01739128476243934,42.036128997802734,86.3165069580078,85.21981735229492,84.59726943969727,0.014458855268169035,1.8560450759408869,66.18576853973317,1.0488201379908162,0.691249297883928,89.59430769678873,79.60023118260581,0.02540059707018716,87.35135650634766
2018-02-27,42.203436211859255,88.77939444000324,42.52861936141671,88.87212270588464,41.98193240547774,87.35135650634766,42.036128997802734,87.35135650634766,155712400,25869100,41.304701232910155,40.657866668701175,39.30685977935791,-0.0032410552357003963,1.0571849634182078,71.81756056698191,0.45102636698027965,0.00042358141691756224,42.78837685781247,35.82534270090334,0.019772349372262576,41.972511291503906,86.59098052978516,85.72859802246094,84.63061027526855,-0.012785662550872545,1.6404434889585116,57.45995943911753,1.127868748943186,0.7785731880957796,89.69473434224108,79.56648620829603,0.014458855268169035,86.95262908935547
2018-02-28,42.241142767845716,87.94483651092472,42.5616157216928,88.75158737835008,41.956018237174824,86.82280808651194,41.972511291503906,86.95262908935547,151128400,31167300,41.63695602416992,40.98258018493652,39.44621868133545,-0.0015134054399289498,0.8818000872237076,78.68778494752473,0.5315524239208997,0.106649349917714,43.12480756301841,35.7676297996525,-0.0032410552357003963,41.23731994628906,87.01382751464844,86.13289947509766,84.69847030639649,-0.0045646390959390715,1.3390079755010427,60.998709893661086,1.1451409009099933,0.8518867306586224,89.85260451294533,79.54433609984764,-0.012785662550872545,86.09952545166016
2018-03-01,42.071490436277486,87.15664347079799,42.3636875977447,87.69447743133188,40.68591893109626,85.16295349620833,41.23731994628906,86.09952545166016,195208000,37135600,41.75477981567383,41.162376403808594,39.543420028686526,-0.01751601995193608,0.6958793499294869,81.74216139777576,0.5299373193538628,0.19130694380494379,43.30675483764861,35.78008521972444,-0.0015134054399289498,41.52244186401367,87.22154388427734,86.32206954956055,84.61891899108886,-0.00981113103341169,1.158247191913054,74.00550791925235,1.0775693235076176,0.8970232492284216,89.6256104737816,79.61222750839612,-0.0045646390959390715,86.28498077392578
2018-03-02,40.71890248814877,84.92185317686956,41.54364876240569,86.37770905048652,40.636426422479715,84.25419826608986,41.52244186401367,86.28498077392578,153816000,32830400,41.78824310302734,41.23825378417969,39.650769996643064,0.006914171873826369,0.6889071579809316,81.34903181423465,0.5453775206727727,0.2621210591785096,43.515062751828125,35.786477241458,-0.01751601995193608,41.66618347167969,87.03423156738282,86.35823516845703,84.5832504272461,0.0021539645113346495,1.1500303149991398,68.59659398011446,1.02714279343283,0.9230471580693034,89.52835270096607,79.63814815352613,-0.00981113103341169,86.83206939697266
2018-03-05,41.28680004196734,85.62658076025457,41.88297348928554,87.41626381800272,41.12420662986085,85.55240239507745,41.66618347167969,86.83206939697266,113605600,23901600,41.68691711425781,41.34169998168945,39.85073261260986,0.0034617811769541706,0.6649618948656113,77.24996983011698,0.5627259830507185,0.3222420439529514,43.696637524918195,36.004827700301526,0.006914171873826369,41.63082504272461,86.70411224365235,86.51030960083008,84.68938369750977,0.0063404849620387616,1.0954633381759178,67.79020097292691,1.0195718945753214,0.942352105370507,89.73595960763265,79.64280778738689,0.0021539645113346495,86.53534698486328
2018-03-06,41.9230220896084,87.4811867161084,42.00313941685463,87.62028266695108,41.503580087428105,86.18297670748058,41.63082504272461,86.53534698486328,95154000,22175800,41.605856323242186,41.45527877807617,40.09598178863526,-0.0008486121360049559,0.5978965624596349,75.25592629534916,0.5670846360734885,0.37121056237705885,43.722144568099566,36.46981900917095,0.0034617811769541706,41.24437713623047,86.54091033935546,86.56594543457031,84.95512084960937,-0.0034171984402772138,1.0794922048371842,64.51379022632904,0.9783510618027407,0.9495518966569537,89.78780524630805,80.12243645291069,0.0063404849620387616,87.03609466552734
2018-03-07,41.223170240688404,86.38698961271885,41.43760510612376,87.11028012148101,41.065290692306476,85.71005970789187,41.24437713623047,87.03609466552734,126814000,26716100,41.4602294921875,41.548592758178714,40.24516639709473,-0.009282734754777033,0.45532605964301237,66.63771672896178,0.533209278965586,0.4036103056947643,43.79817534854237,36.692157445647084,-0.0008486121360049559,41.694454193115234,86.55760345458984,86.78571548461915,85.09222221374512,0.00578662590619361,0.8969918211112455,62.09366919627391,0.9748519216287406,0.9546119016513112,90.00092570698446,80.18351872050577,-0.0034171984402772138,87.56464385986328
2018-03-08,41.350415636468696,87.4162729645588,41.736867984637264,88.18593106584501,41.25380524613253,86.95262452880282,41.694454193115234,87.56464385986328,95096400,25887800,41.551656341552736,41.65321807861328,40.45780735015869,0.010912446450534574,0.3277875376133933,60.227863382572394,0.5364958808807998,0.4301874207319714,43.80758248652641,37.10803221379097,-0.009282734754777033,42.41081237792969,86.85062713623047,87.03608551025391,85.3351261138916,0.006072758622352126,0.6868922621987013,57.811169052040086,1.003164474925157,0.9643224163060804,90.22753643097484,80.44271579680837,0.00578662590619361,89.521240234375
2018-03-09,41.934818505844,88.36211915262898,42.4155262209469,89.521240234375,41.800500946918824,88.09320221269826,42.41081237792969,89.521240234375,128740800,36937300,41.729330444335936,41.75878677368164,40.75777950286865,0.017181138323492995,0.38595400245583167,67.32433396234825,0.5901023229832632,0.46217040118222974,43.62099892912829,37.89456007660901,0.010912446450534574,42.82082748413086,87.49787902832031,87.26605529785157,85.8881404876709,0.0223445935284452,1.0466415892450627,67.76211089594364,1.169996363082248,1.005457205661314,89.93646094610706,81.83982002923473,0.006072758622352126,89.73452758789062
2018-03-12,42.48385784591914,89.48416051073504,42.978707056078726,90.14254053184827,42.46500966636254,89.05760473964963,42.82082748413086,89.73452758789062,128828400,26073700,41.96025924682617,41.82358818054199,41.05598468780518,0.009667702248838284,0.5005735172210775,71.50328143604445,0.6580846171709425,0.5013532443799723,43.40455763231796,38.7074117432924,0.017181138323492995,42.408451080322266,88.0783706665039,87.39124145507813,86.30552940368652,0.0023825334966005585,1.2611998526762327,66.47678737357373,1.3043861912568957,1.0652430027804305,90.11397344849483,82.49708535887821,0.0223445935284452,87.54610443115234
2018-03-13,43.02583138817519,89.94780002566567,43.24026626913157,90.17034930254123,42.23643358912816,87.1380915279522,42.408451080322266,87.54610443115234,126774000,35387800,42.1157844543457,41.86082038879395,41.25934352874756,-0.00963027638738223,0.5310569392481035,68.60364701487285,0.67095143519456,0.5352728825428898,43.30268660681888,39.21600045067623,0.009667702248838284,42.04793167114258,88.28052215576172,87.4107162475586,86.56965713500976,-0.024387749237269052,1.2620188708008353,60.87933458279918,1.2202375006424688,1.0962419023528382,89.90057535368189,83.23873891633764,0.0023825334966005585,87.02680969238281
2018-03-14,42.49093949322481,88.20448067719853,42.53806714341012,88.47339761802485,41.89947615723008,86.70225720335577,42.04793167114258,87.02680969238281,117473600,32132000,42.276495361328124,41.86836242675781,41.42547130584717,-0.008501121828214386,0.533350021132628,62.36484569342761,0.6446267222563407,0.55714365048558,43.110161103903586,39.74078150779075,-0.00963027638738223,42.09740447998047,88.2786651611328,87.41813430786132,86.7755168914795,-0.005931671570582719,1.2592420469264005,57.71470761536582,1.0989779775453599,1.0967891173913427,89.62865325981696,83.92238052314204,-0.024387749237269052,87.33283996582031
2018-03-15,42.0620596496107,86.73009544412592,42.47207765994189,87.70376021568728,41.96073540547845,86.08099031289522,42.09740447998047,87.33283996582031,90975200,27611000,42.357085418701175,41.95437088012695,41.558373641967776,0.0011765812697950295,0.48767376559635195,57.41882844550182,0.6206023225424531,0.5698353848969546,42.98259569697671,40.13415158695884,-0.008501121828214386,41.94894790649414,88.23230438232422,87.54146575927734,86.93176765441895,0.0035165057126560484,1.1732033135714313,50.511174495938775,1.0158627835121905,1.0806038506155122,89.52309402620536,84.34044128263254,-0.005931671570582719,87.72228240966797
2018-03-16,42.09739977305709,87.7964678571338,42.20815168997699,88.44557283567569,41.85468904336658,87.0917202556357,41.94894790649414,87.72228240966797,157618800,49081300,42.264712524414065,41.997021484375,41.617637634277344,-0.0035265018192969233,0.4637656625822908,47.416999344181484,0.582864706391149,0.5724412491957935,43.0006691689688,40.23460609958589,0.0011765812697950295,41.30801010131836,87.87251281738281,87.68519592285156,87.0217155456543,0.004459289815836431,1.0870454696719531,46.20369220596089,0.9702338915878812,1.058529858809986,89.59044500531758,84.45298608599103,0.0035165057126560484,86.13663482666016
2018-03-19,41.784007565316614,86.92483601785045,41.819352398649464,87.073206963104,40.92155767590823,85.41334415533927,41.30801010131836,86.13663482666016,133787200,33344100,41.96214904785156,41.96120414733887,41.65145206451416,-0.01527899595013582,0.5042223260876733,42.4745223833991,0.49552692345071137,0.5570583840467771,42.96427604662461,40.33862808240371,-0.0035265018192969233,41.293880462646484,87.15293426513672,87.61565246582032,87.0629810333252,-0.01807576751825435,1.1669934948656893,44.198547159031286,0.7969375577709172,1.0062113986021723,89.54093171152418,84.58503035512622,0.004459289815836431,86.35916137695312
2018-03-20,41.293880462646484,86.28498299862039,41.66148118558246,86.95263085190011,41.22318718617201,86.23861532178752,41.293880462646484,86.35916137695312,78597600,23075200,41.739234924316406,41.92750968933105,41.69139423370361,-0.00034205566032396995,0.538823695089455,42.913514112104934,0.42032570440446193,0.5297118481183141,42.90059680972679,40.48219165768043,-0.01527899595013582,40.358367919921875,86.91554565429688,87.5980339050293,87.08198966979981,0.0025834135584792417,1.1862859942274961,47.11710583175761,0.6698335730912959,0.9389358334999971,89.53058686122912,84.6333924783705,-0.01807576751825435,85.75640869140625
2018-03-21,41.24673482523115,86.173689409427,41.25851763313457,87.21226434222284,40.3560092009763,85.50603460082345,40.358367919921875,85.75640869140625,148219600,24457100,41.40132217407226,41.8389087677002,41.69375076293945,-0.022654992271090912,0.709460933367268,41.19026207605344,0.28198955269042614,0.48016738903273654,42.89176022217641,40.495741303702495,-0.00034205566032396995,39.78811264038086,86.66146545410156,87.47006530761719,87.12789039611816,-0.006979603274699375,1.3156121617046483,48.291687526922075,0.5145344127648883,0.8540555493529753,89.42940205430577,84.82637873793055,0.0025834135584792417,83.26199340820312
2018-03-22,40.059099226315716,84.63438892278226,40.69061741763878,85.07949456854921,39.729202200342165,83.14144735244182,39.78811264038086,83.26199340820312,165963200,38604700,40.93946380615235,41.64827461242676,41.65074634552002,-0.014129790398672792,0.9632985670722228,33.5566794795936,0.12490252203723173,0.4091144156336356,43.051394419695235,40.250098271344804,-0.022654992271090912,38.866756439208984,85.84729614257813,87.03980026245117,87.03794288635254,-0.029087217168564772,1.8686050102030167,37.76269519728662,0.18801294646712563,0.7208470287758054,89.77834700457782,84.29753876812725,-0.006979603274699375,80.84174346923828
2018-03-23,39.679719875116405,82.99307197946031,40.04025151708933,83.8832761483749,38.866756439208984,80.74901519481853,38.866756439208984,80.84174346923828,164115200,44068900,40.32302551269531,41.29386901855469,41.52632789611816,-0.02315656963926438,1.2583429764908718,26.86910776931296,-0.0730932533205717,0.3126728818427942,43.399812150353426,39.652843641882896,-0.014129790398672792,40.71183776855469,84.47118835449218,86.1718505859375,86.71895294189453,-0.029067883675319206,2.497780335182748,28.943907559194145,-0.26301968404217746,0.524073686212209,90.61215097058478,82.82575491320428,-0.029087217168564772,86.96190643310547
2018-03-26,39.604321946723815,84.02237681325869,40.78959999971165,87.16591289310745,39.22022463405394,83.82764530363342,40.71183776855469,86.96190643310547,150164800,56396800,40.20379104614258,41.08297004699707,41.45327911376953,0.047471965720411236,1.1456787351074422,44.1547658504605,-0.0801992020055664,0.2340984650731221,43.33454176873859,39.572016458800476,-0.02315656963926438,39.66793441772461,84.63624267578125,85.89458847045898,86.64291496276856,0.07570547963498608,2.1937521748019067,51.06383869381691,-0.1251773241151426,0.39422348414673863,90.44951349516191,82.8363164303752,-0.029067883675319206,82.96524810791016
2018-03-27,40.92626059766083,88.0375628752558,41.27265428475455,88.22301941046706,39.33332353816898,82.07504400441216,39.66793441772461,82.96524810791016,163690400,56569000,39.8786018371582,40.8089183807373,41.334869384765625,-0.02564127310500275,1.120892530347768,40.746894061559445,-0.16812693107564058,0.15365338584336957,43.35468089283336,39.31505787669789,0.047471965720411236,39.22964859008789,83.95746002197265,85.43650283813477,86.42360954284668,-0.04595872479255847,2.2868717829735696,41.35482461882251,-0.3345763977022358,0.24846350777694376,90.55028427319375,82.2969348124996,0.07570547963498608,82.89107513427734
2018-03-28,39.41109379549831,83.28981311221065,40.0638226337398,84.59730522870628,38.92567222897971,82.40888382535805,39.22964859008789,82.89107513427734,166674000,52501100,39.65285797119141,40.527090072631836,41.197726249694824,-0.011048869422373597,1.1290245429212076,35.512495683798434,-0.2700631730807572,0.06891007405854421,43.399519089118726,38.99593341027092,-0.02564127310500275,39.535972595214844,83.38439331054687,85.02292938232422,86.22053184509278,-0.0008940246105976213,2.3406489897089973,39.879520540521966,-0.5007395968685131,0.09862288684785239,90.62779826625015,81.8132654239354,-0.04595872479255847,84.6343994140625
2018-03-29,39.54304156007836,83.6236490161889,40.47147063196925,85.58024637554661,39.328606704264416,81.97306138405932,39.535972595214844,84.6343994140625,153594000,45867500,39.602429962158205,40.27094688415527,41.11265888214111,0.0078084820062434,1.0183101990144396,32.24668100836662,-0.32241400417913013,-0.009354741588990655,43.43611429521946,38.78920346906276,-0.011048869422373597,39.27676773071289,83.65887451171875,84.75308532714844,86.14727554321288,0.02103150763771744,2.195825578192113,39.319029072982275,-0.48614940185218813,-0.018331570892155716,90.611350411354,81.68320067507177,-0.0008940246105976213,82.08432006835938
2018-04-02,39.26734364216447,83.89255330328501,39.80932042170238,84.27274136081313,38.75600144272291,81.14775527497493,39.27676773071289,82.08432006835938,150347200,48515400,39.68443222045899,40.00372886657715,41.00037517547607,-0.006556177766405158,0.8686676273809533,27.698579129195736,-0.3804326900520323,-0.08357033128159899,43.453859727814944,38.5468906231372,0.0078084820062434,39.67971420288086,83.90738983154297,84.18928909301758,85.93724250793457,-0.030130530415029,2.0688795809449743,34.82895185161202,-0.6726033062475949,-0.14918591796324354,90.75528312249028,81.11920189337886,0.02103150763771744,83.18779754638672
2018-04-03,39.50298289009489,83.06725150570804,39.764545376842435,83.5030821465889,38.85261295346133,81.50011760331861,39.67971420288086,83.18779754638672,121112000,37213800,39.47800750732422,39.840899276733396,40.901051712036136,0.010259155614092963,0.7401165247177339,32.80869377969272,-0.38940963202962564,-0.1447381914312043,43.401433886619785,38.40066953745249,-0.006556177766405158,40.438480377197266,83.15256805419922,83.89440536499023,85.75502891540528,0.013443218840192284,1.9681810628412784,40.96845063581885,-0.7229937367290091,-0.2639474817163967,90.70443386732364,80.80562396348691,-0.030130530415029,85.61734008789062
2018-04-04,38.85261242545335,81.46304610545008,40.532735637825745,86.01607811059203,38.826691689439365,81.35177498497586,40.438480377197266,85.61734008789062,138422000,35560000,39.63211669921875,39.75535926818848,40.841434478759766,0.01912226913825199,0.5871522749525792,40.34479791512005,-0.3314767762884898,-0.18208590840266142,43.32535735982785,38.35751159769168,0.010259155614092963,40.718894958496094,83.68298645019532,83.82022323608399,85.70912857055664,0.029205515870872167,1.8768200719870454,47.29348744592601,-0.5604245124366116,-0.3232428878604397,90.64507234820299,80.7731847929103,0.013443218840192284,85.6636734008789
2018-04-05,40.66705348605198,85.7193160181014,41.05586093377513,86.30351043859052,40.54923261151675,84.75492652456249,40.718894958496094,85.6636734008789,107732800,29771900,39.92996597290039,39.7914119720459,40.81516036987305,0.0069343501210532565,0.6372260861399207,41.95319883103962,-0.2599410192789904,-0.19765693057792721,43.29224451091492,38.33807622883118,0.01912226913825199,39.6773681640625,84.23750610351563,83.81094970703126,85.64050750732422,0.0005411673960054042,1.8663903561209367,46.762519026291876,-0.42297275319492655,-0.3431888609273371,90.53677611419043,80.744238900458,0.029205515870872167,83.67000579833984
